timestamp,symbol,option_type,strike,expiry,bid,ask,last,volume,open_interest,impliedVolatility,pchangeinOpenInterest,totalBuyQuantity,totalSellQuantity,underlyingValue,underlying,identifier,pChange
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.12000.PUT,PUT,12000,25-Jun-2026,3.0,0.0,20.05,0,4,0.0,0.0,3900,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.12000.PUT,PUT,12000,31-Dec-2026,20.05,0.0,20.05,0,14,0.0,0.0,4725,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.13000.PUT,PUT,13000,24-Dec-2025,10.15,14.0,10.15,6,95,38.96,6.691449814126394,9825,600,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.13000.PUT,PUT,13000,25-Jun-2026,3.0,0.0,21.6,0,2,0.0,0.0,3825,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.13000.PUT,PUT,13000,31-Dec-2026,20.0,0.0,20.3,0,27,0.0,0.0,3900,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.14000.PUT,PUT,14000,26-Jun-2025,0.65,0.75,0.65,3215,2732,129.55,-0.6904906117504542,2546775,114075,,,,-18.750000000000004
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.14000.PUT,PUT,14000,25-Jun-2026,20.0,0.0,24.0,0,16,0.0,0.0,4050,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.14000.PUT,PUT,14000,31-Dec-2026,20.8,0.0,21.3,0,22,0.0,0.0,4575,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.15000.PUT,PUT,15000,26-Jun-2025,0.6,0.65,0.65,2282,1096,114.74,7.0289619264562315,461175,88725,,,,-27.77777777777778
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.15000.PUT,PUT,15000,24-Dec-2025,12.8,0.0,13.8,0,58,0.0,0.0,9825,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.15000.PUT,PUT,15000,25-Jun-2026,20.45,0.0,20.2,0,13,0.0,0.0,4650,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.15000.PUT,PUT,15000,31-Dec-2026,22.65,0.0,25.05,0,18,0.0,0.0,4125,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.30Dec2027.15000.PUT,PUT,15000,30-Dec-2027,3.25,0.0,43.05,0,6,0.0,0.0,5625,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.16000.PUT,PUT,16000,26-Jun-2025,0.65,0.7,0.65,1615,1156,100.84,18.564102564102566,203775,70800,,,,-38.095238095238095
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.16000.PUT,PUT,16000,24-Dec-2025,17.6,0.0,16.7,0,50,0.0,0.0,9900,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.16000.PUT,PUT,16000,25-Jun-2026,21.7,0.0,21.0,0,30,0.0,0.0,4500,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.16000.PUT,PUT,16000,31-Dec-2026,27.45,0.0,23.3,0,32,0.0,0.0,5625,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.16500.PUT,PUT,16500,24-Dec-2025,18.0,0.0,20.8,2,49,29.11,4.25531914893617,6300,0,,,,6.122448979591832
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.17000.CALL,CALL,17000,26-Jun-2025,7690.8,7772.2,7790.0,14,2495,120.48,-0.5579171094580234,4125,4200,,,,-0.3218108417624695
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.17000.PUT,PUT,17000,26-Jun-2025,0.65,0.75,0.7,3465,4272,88.25,9.31422722620266,358050,62775,,,,-36.36363636363637
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Sep2025.17000.CALL,CALL,17000,25-Sep-2025,7400.0,0.0,7910.0,2,4,0.0,100.0,150,0,,,,-1.0012515644555695
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Sep2025.17000.PUT,PUT,17000,25-Sep-2025,10.15,19.75,12.0,0,147,0.0,0.0,58800,375,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.17000.CALL,CALL,17000,24-Dec-2025,0.0,0.0,7010.0,0,9,0.0,0.0,0,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.17000.PUT,PUT,17000,24-Dec-2025,20.3,0.0,27.6,0,539,0.0,0.0,19200,0,,,,-0.5405405405405355
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Mar2026.17000.PUT,PUT,17000,26-Mar-2026,21.95,0.0,0.0,0,0,0.0,0.0,4575,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.17000.PUT,PUT,17000,25-Jun-2026,25.7,0.0,0.0,0,0,0.0,0.0,4875,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.17000.PUT,PUT,17000,31-Dec-2026,38.25,97.05,97.05,0,38,0.0,0.0,5625,75,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Jun2027.17000.PUT,PUT,17000,24-Jun-2027,51.7,0.0,0.0,0,0,0.0,0.0,4875,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.30Dec2027.17000.PUT,PUT,17000,30-Dec-2027,65.05,239.95,94.05,0,189,0.0,0.0,4500,1875,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.29Jun2028.17000.PUT,PUT,17000,29-Jun-2028,7.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.28Dec2028.17000.PUT,PUT,17000,28-Dec-2028,3.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.28Jun2029.17000.PUT,PUT,17000,28-Jun-2029,5.05,0.0,0.0,0,0,0.0,0.0,3675,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.27Dec2029.17000.PUT,PUT,17000,27-Dec-2029,7.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.18000.CALL,CALL,18000,26-Jun-2025,6748.5,6774.05,6820.55,61,963,123.42,-4.462809917355372,4275,4650,,,,0.07996947953808187
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.18000.PUT,PUT,18000,26-Jun-2025,0.75,0.85,0.75,4203,7359,76.17,5.717569314753628,395100,94875,,,,-28.571428571428577
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Sep2025.18000.CALL,CALL,18000,25-Sep-2025,6932.1,0.0,6970.0,30,32,0.0,1500.0,1050,0,,,,0.5772005772005772
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Sep2025.18000.PUT,PUT,18000,25-Sep-2025,13.1,14.5,13.0,91,136,29.45,-0.7299270072992701,65025,600,,,,-2.9850746268656745
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.18000.CALL,CALL,18000,24-Dec-2025,0.0,7250.0,7223.9,38,242,0.0,15.238095238095237,0,150,,,,0.3319444444444394
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.18000.PUT,PUT,18000,24-Dec-2025,35.8,36.5,36.0,151,1338,26.22,3.480278422273782,16425,4575,,,,1.9830028328611982
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Mar2026.18000.PUT,PUT,18000,26-Mar-2026,27.0,0.0,0.0,0,0,0.0,0.0,4575,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.18000.PUT,PUT,18000,25-Jun-2026,36.0,0.0,0.0,0,0,0.0,0.0,4800,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.18000.PUT,PUT,18000,31-Dec-2026,70.05,146.95,105.0,23,79,22.68,14.97584541062802,6225,750,,,,37.97634691195796
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Jun2027.18000.PUT,PUT,18000,24-Jun-2027,12.0,0.0,48.55,0,0,0.0,0.0,3900,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.30Dec2027.18000.PUT,PUT,18000,30-Dec-2027,110.05,149.0,116.45,6,135,21.24,0.0,4650,1200,,,,-7.579365079365077
2025-06-20 03:00:02,NIFTY.NSE.OPT.29Jun2028.18000.PUT,PUT,18000,29-Jun-2028,6.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.28Dec2028.18000.PUT,PUT,18000,28-Dec-2028,161.25,0.0,250.0,0,1,0.0,0.0,4050,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.28Jun2029.18000.PUT,PUT,18000,28-Jun-2029,5.05,0.0,0.0,0,0,0.0,0.0,3675,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.27Dec2029.18000.PUT,PUT,18000,27-Dec-2029,6.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.19000.CALL,CALL,19000,26-Jun-2025,5699.7,5781.85,5808.85,44,1507,98.73,-2.8368794326241136,3900,4275,,,,-0.22415362682284604
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.19000.PUT,PUT,19000,26-Jun-2025,0.85,1.05,0.85,7373,9411,64.87,-16.863461028827185,817650,87450,,,,-22.727272727272734
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Sep2025.19000.CALL,CALL,19000,25-Sep-2025,5192.3,6119.85,6408.0,0,9,0.0,0.0,150,225,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Sep2025.19000.PUT,PUT,19000,25-Sep-2025,16.0,16.7,16.35,175,1882,26.14,-1.5175300889586605,87075,9375,,,,3.154574132492125
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.19000.CALL,CALL,19000,24-Dec-2025,5884.4,6667.8,6300.0,0,94,0.0,0.0,150,225,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.19000.PUT,PUT,19000,24-Dec-2025,46.25,47.75,46.95,52,2211,23.93,0.8205439902750342,13650,4950,,,,4.33333333333334
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Mar2026.19000.PUT,PUT,19000,26-Mar-2026,40.7,0.0,0.0,0,0,0.0,0.0,4500,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.19000.PUT,PUT,19000,25-Jun-2026,58.8,0.0,205.7,0,3,0.0,0.0,4725,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.19000.PUT,PUT,19000,31-Dec-2026,109.7,0.0,109.35,0,24,0.0,0.0,5400,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Jun2027.19000.PUT,PUT,19000,24-Jun-2027,117.05,0.0,182.1,0,8,0.0,0.0,4500,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.30Dec2027.19000.PUT,PUT,19000,30-Dec-2027,138.05,400.0,299.95,0,7,0.0,0.0,4800,825,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.29Jun2028.19000.PUT,PUT,19000,29-Jun-2028,5.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.28Dec2028.19000.PUT,PUT,19000,28-Dec-2028,126.05,0.0,0.0,0,0,0.0,0.0,4500,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.28Jun2029.19000.PUT,PUT,19000,28-Jun-2029,9.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.27Dec2029.19000.PUT,PUT,19000,27-Dec-2029,9.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20000.CALL,CALL,20000,26-Jun-2025,4771.0,4783.2,4775.0,415,4284,0.0,-4.609218436873747,4125,4125,,,,-0.9654571662639645
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20000.PUT,PUT,20000,26-Jun-2025,1.15,1.2,1.2,30573,32519,54.98,11.47333059097765,623850,59550,,,,-11.11111111111112
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Sep2025.20000.CALL,CALL,20000,25-Sep-2025,4541.9,5216.55,5050.0,97,867,0.0,12.45136186770428,975,1200,,,,0.052502798498214626
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Sep2025.20000.PUT,PUT,20000,25-Sep-2025,22.6,22.9,22.9,672,7832,23.22,3.0390738060781475,66600,12525,,,,7.259953161592492
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.20000.CALL,CALL,20000,24-Dec-2025,5348.65,5353.0,5348.65,347,2518,0.0,9.619849100406269,1575,1350,,,,-0.43744124791750044
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Dec2025.20000.PUT,PUT,20000,24-Dec-2025,66.5,69.0,68.9,361,8862,22.16,-0.10145036446982791,32400,10350,,,,7.488299531981298
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Mar2026.20000.PUT,PUT,20000,26-Mar-2026,73.15,0.0,0.0,0,0,0.0,0.0,4575,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.25Jun2026.20000.PUT,PUT,20000,25-Jun-2026,117.2,0.0,0.0,0,0,0.0,0.0,4575,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.31Dec2026.20000.PUT,PUT,20000,31-Dec-2026,198.0,235.0,241.0,0,164,0.0,0.0,4650,225,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.24Jun2027.20000.PUT,PUT,20000,24-Jun-2027,4.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.30Dec2027.20000.PUT,PUT,20000,30-Dec-2027,26.0,0.0,460.0,0,52,0.0,0.0,4425,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.29Jun2028.20000.PUT,PUT,20000,29-Jun-2028,4.0,0.0,400.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.28Dec2028.20000.PUT,PUT,20000,28-Dec-2028,358.0,0.0,358.0,1,14,23.07,0.0,4500,0,,,,13.273216263249482
2025-06-20 03:00:02,NIFTY.NSE.OPT.28Jun2029.20000.PUT,PUT,20000,28-Jun-2029,8.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.27Dec2029.20000.PUT,PUT,20000,27-Dec-2029,8.0,0.0,0.0,0,0,0.0,0.0,3750,0,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20400.CALL,CALL,20400,26-Jun-2025,4308.1,4431.25,3787.65,0,7,0.0,0.0,3900,3900,,,,-0.14368194880176682
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20400.PUT,PUT,20400,26-Jun-2025,1.2,1.25,1.2,1983,794,50.32,91.78743961352657,54375,28800,,,,-25.000000000000007
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20450.CALL,CALL,20450,26-Jun-2025,4258.4,4462.05,4426.9,0,16,0.0,0.0,3900,3900,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20450.PUT,PUT,20450,26-Jun-2025,1.3,1.6,1.5,703,192,50.85,14.970059880239521,50400,8625,,,,-9.090909090909086
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20500.CALL,CALL,20500,26-Jun-2025,4206.8,4278.3,4295.0,3,296,64.69,0.0,3900,6075,,,,-0.32258813154168436
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20500.PUT,PUT,20500,26-Jun-2025,1.2,1.3,1.3,10157,8020,49.55,14.801030632693958,213300,45075,,,,-23.529411764705877
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20550.CALL,CALL,20550,26-Jun-2025,3969.5,4378.0,3644.7,0,9,0.0,0.0,3450,5250,,,,-0.1506766752506712
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20550.PUT,PUT,20550,26-Jun-2025,1.3,1.5,1.45,769,198,49.5,-32.19178082191781,38850,5850,,,,-17.142857142857146
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20600.CALL,CALL,20600,26-Jun-2025,4107.3,4232.35,4353.7,0,8,0.0,0.0,3900,5700,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20600.PUT,PUT,20600,26-Jun-2025,1.2,1.6,1.5,1098,495,49.09,102.04081632653062,41475,7050,,,,-14.285714285714285
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20650.CALL,CALL,20650,26-Jun-2025,3911.95,4285.25,4304.25,0,8,0.0,0.0,3450,5100,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20650.PUT,PUT,20650,26-Jun-2025,1.2,8.5,1.3,1051,312,47.82,-29.72972972972973,41925,5325,,,,-27.77777777777778
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20700.CALL,CALL,20700,26-Jun-2025,4008.65,4280.55,4254.9,0,8,0.0,0.0,3900,5700,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20700.PUT,PUT,20700,26-Jun-2025,1.2,7.1,1.3,2016,952,47.24,437.85310734463275,44100,8325,,,,-27.77777777777778
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20750.CALL,CALL,20750,26-Jun-2025,3806.7,4185.9,4205.45,0,8,0.0,0.0,4125,3450,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20750.PUT,PUT,20750,26-Jun-2025,1.25,1.95,1.55,676,139,47.49,9.448818897637794,31875,8925,,,,-13.88888888888889
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20800.CALL,CALL,20800,26-Jun-2025,3908.35,4119.35,4156.2,0,8,0.0,0.0,3900,5700,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20800.PUT,PUT,20800,26-Jun-2025,1.4,1.5,1.55,1733,654,46.91,198.63013698630138,96225,7200,,,,-13.88888888888889
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20850.CALL,CALL,20850,26-Jun-2025,3719.75,4085.8,4106.85,0,8,0.0,0.0,3450,3450,,,,0.0
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20850.PUT,PUT,20850,26-Jun-2025,1.35,3.1,1.7,793,91,46.77,-34.53237410071942,35925,9825,,,,-8.108108108108116
2025-06-20 03:00:02,NIFTY.NSE.OPT.26Jun2025.20900.CALL,CALL,20900,26-Jun-2025,3809.7,4019.4,3930.0,0,8,0.0,0.0,3900,5700,,,,0.0
