timestamp,symbol,option_type,strike,expiry,bid,ask,last,volume,open_interest,impliedVolatility,pchangeinOpenInterest,totalBuyQuantity,totalSellQuantity,underlyingValue,underlying,identifier,pChange
2025-06-23 03:00:01,NIFTY.NSE.OPT.25Jun2026.12000.PUT,PUT,12000,25-Jun-2026,2.0,0.0,20.05,0,4,0.0,0.0,3825,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.31Dec2026.12000.PUT,PUT,12000,31-Dec-2026,20.05,0.0,20.05,0,14,0.0,0.0,3900,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.24Dec2025.13000.PUT,PUT,13000,24-Dec-2025,6.25,8.4,6.5,15,87,37.78,-8.362369337979095,13950,900,,,,-35.960591133004925
2025-06-23 03:00:01,NIFTY.NSE.OPT.25Jun2026.13000.PUT,PUT,13000,25-Jun-2026,2.0,0.0,21.6,0,2,0.0,0.0,3825,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.31Dec2026.13000.PUT,PUT,13000,31-Dec-2026,20.0,0.0,20.3,0,27,0.0,0.0,4125,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.26Jun2025.14000.PUT,PUT,14000,26-Jun-2025,0.55,0.6,0.55,145277,6929,141.0,153.58624054647476,4906500,530100,,,,-21.428571428571416
2025-06-23 03:00:01,NIFTY.NSE.OPT.25Jun2026.14000.PUT,PUT,14000,25-Jun-2026,20.0,0.0,24.0,0,16,0.0,0.0,3975,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.31Dec2026.14000.PUT,PUT,14000,31-Dec-2026,20.8,0.0,21.3,0,22,0.0,0.0,4575,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.26Jun2025.15000.PUT,PUT,15000,26-Jun-2025,0.55,0.6,0.55,32941,1269,125.23,15.779872301611432,1363575,294825,,,,-15.38461538461538
2025-06-23 03:00:01,NIFTY.NSE.OPT.24Dec2025.15000.PUT,PUT,15000,24-Dec-2025,10.6,13.2,13.65,1,59,33.41,1.7045454545454546,5850,225,,,,-1.086956521739133
2025-06-23 03:00:01,NIFTY.NSE.OPT.25Jun2026.15000.PUT,PUT,15000,25-Jun-2026,20.4,0.0,20.2,0,13,0.0,0.0,4575,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.31Dec2026.15000.PUT,PUT,15000,31-Dec-2026,22.55,0.0,25.05,0,18,0.0,0.0,4500,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.30Dec2027.15000.PUT,PUT,15000,30-Dec-2027,3.25,0.0,43.05,0,6,0.0,0.0,4725,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.26Jun2025.16000.PUT,PUT,16000,26-Jun-2025,0.55,0.7,0.55,31574,2257,110.41,95.24221453287197,432225,194475,,,,-26.66666666666666
2025-06-23 03:00:01,NIFTY.NSE.OPT.24Dec2025.16000.CALL,CALL,16000,24-Dec-2025,0.0,0.0,9565.0,0,4,0.0,0.0,0,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.24Dec2025.16000.PUT,PUT,16000,24-Dec-2025,15.4,17.85,17.85,5,54,30.99,8.609271523178808,6150,225,,,,6.886227544910192
2025-06-23 03:00:01,NIFTY.NSE.OPT.25Jun2026.16000.PUT,PUT,16000,25-Jun-2026,21.65,0.0,21.0,0,30,0.0,0.0,4425,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.31Dec2026.16000.PUT,PUT,16000,31-Dec-2026,27.25,0.0,23.3,0,32,0.0,0.0,4500,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.24Dec2025.16500.PUT,PUT,16500,24-Dec-2025,17.35,19.9,19.15,3,52,29.54,6.122448979591836,11025,375,,,,-7.932692307692317
2025-06-23 03:00:01,NIFTY.NSE.OPT.26Jun2025.17000.CALL,CALL,17000,26-Jun-2025,8061.9,8105.7,8112.0,28,2470,117.15,-1.0018701576275715,1050,975,,,,4.133504492939666
2025-06-23 03:00:01,NIFTY.NSE.OPT.26Jun2025.17000.PUT,PUT,17000,26-Jun-2025,0.6,0.65,0.6,26878,4472,97.11,4.681647940074907,283500,156300,,,,-20.000000000000004
2025-06-23 03:00:01,NIFTY.NSE.OPT.25Sep2025.17000.CALL,CALL,17000,25-Sep-2025,8183.1,0.0,8210.0,2,6,0.0,50.0,1050,0,,,,3.792667509481669
2025-06-23 03:00:01,NIFTY.NSE.OPT.25Sep2025.17000.PUT,PUT,17000,25-Sep-2025,9.75,10.75,10.8,10,153,34.08,4.081632653061225,45225,3000,,,,-9.999999999999993
2025-06-23 03:00:01,NIFTY.NSE.OPT.24Dec2025.17000.PUT,PUT,17000,24-Dec-2025,20.25,0.0,27.6,0,539,0.0,0.0,19800,0,,,,-0.5405405405405355
2025-06-23 03:00:01,NIFTY.NSE.OPT.26Mar2026.17000.PUT,PUT,17000,26-Mar-2026,21.9,0.0,0.0,0,0,0.0,0.0,4425,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.25Jun2026.17000.PUT,PUT,17000,25-Jun-2026,25.5,0.0,0.0,0,0,0.0,0.0,4425,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.31Dec2026.17000.PUT,PUT,17000,31-Dec-2026,37.75,0.0,97.05,0,38,0.0,0.0,4725,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.24Jun2027.17000.PUT,PUT,17000,24-Jun-2027,9.0,0.0,0.0,0,0,0.0,0.0,3675,0,,,,0.0
2025-06-23 03:00:01,NIFTY.NSE.OPT.30Dec2027.17000.PUT,PUT,17000,30-Dec-2027,65.7,100.0,94.05,0,189,0.0,0.0,4650,1950,,,,0.0
